,BEA_sector,date,vraw,uraw,eraw,U_monthly,v,u,e
1958,Durable goods,2010-01-01,72,1281,6999.0,12978,0.0005081067729927137,0.009040066336162032,0.04939221255800005
1959,Educational services,2010-01-01,27,270,3111.1,12978,0.00019054003987226765,0.0019054003987226764,0.021955152520244884
1960,Finance and insurance,2010-01-01,112,429,5711.8,12978,0.0007903883135442213,0.003027469522414919,0.04030839258305253
1961,Government,2010-01-01,387,947,22488.0,12978,0.002731073904835836,0.006683015472556943,0.15869868209805757
1962,Health care and social assistance,2010-01-01,484,932,16259.8,12978,0.003415606640673242,0.006577159894850127,0.11474603482648509
1963,Information,2010-01-01,98,305,2737.0,12978,0.0006915897743511937,0.0021523967467052454,0.01931511441223691
1964,Mining,2010-01-01,7,62,667.0,12978,4.9399269596513834e-05,0.0004375363878548368,0.0047070446886963895
1965,Nondurable goods,2010-01-01,55,563,4466.0,12978,0.000388137118258323,0.00397311268326247,0.031516734002575826
1966,"Other services, except government",2010-01-01,170,585,5322.0,12978,0.0011996965473439073,0.004128367530565799,0.03755755897037809
1967,Professional and business services,2010-01-01,383,1444,16513.0,12978,0.0027028457507806856,0.010190363613909424,0.11653287697817613
1968,Real estate and rental and leasing,2010-01-01,32,198,1954.3,12978,0.0002258252324412061,0.0013972936257299626,0.013791570367495284
1969,Retail trade,2010-01-01,221,1663,14383.1,12978,0.0015596055115470796,0.01173585504842893,0.10150209064765973
1970,Transportation and warehousing,2010-01-01,35,575,4146.0,12978,0.00024699634798256917,0.004057797145427922,0.029258481678163764
1971,Wholesale trade,2010-01-01,60,315,5450.9,12978,0.0004234223108272614,0.0022229671318431225,0.03846721123480532
2006,Accommodation and food services,2010-02-01,215,1251,11038.0,13088,0.0015164381899793764,0.008823554305414883,0.07785323135345282
2007,"Arts, entertainment, and recreation",2010-02-01,21,249,1894.1,13088,0.00014811721855612515,0.0017562470200226266,0.013359467793674125
2008,Construction,2010-02-01,63,1888,5533.0,13088,0.0004443516556683754,0.013316443268284012,0.03902536048909716
2009,Durable goods,2010-02-01,95,1188,6994.0,13088,0.0006700540839443757,0.008379202649746507,0.049330086980073296
2010,Educational services,2010-02-01,62,280,3118.9,13088,0.0004372984547847504,0.001974896247415002,0.021998228235938035
2011,Finance and insurance,2010-02-01,110,498,5705.6,13088,0.0007758520971987507,0.0035124940400452533,0.04024274296161084
2012,Government,2010-02-01,366,1011,22474.0,13088,0.0025814715234067525,0.007130786093344881,0.1585136366585884
2013,Health care and social assistance,2010-02-01,451,986,16280.5,13088,0.003180993598514878,0.006954456071254256,0.11482963698585692
2014,Information,2010-02-01,74,311,2731.0,13088,0.0005219368653882505,0.002193545474807377,0.019262291613179893
2015,Mining,2010-02-01,10,84,672.0,13088,7.053200883625006e-05,0.0005924688742245006,0.004739750993796005
2016,Nondurable goods,2010-02-01,60,521,4468.0,13088,0.0004231920530175004,0.0036747176603686284,0.03151370154803653
2017,"Other services, except government",2010-02-01,164,557,5317.0,13088,0.001156724944914501,0.003928632892179129,0.03750186909823416
2018,Professional and business services,2010-02-01,387,1600,16544.0,13088,0.0027295887419628777,0.01128512141380001,0.11668815541869211
2019,Real estate and rental and leasing,2010-02-01,32,162,1951.7,13088,0.0002257024282760002,0.0011426185431472511,0.013765732164570926
2020,Retail trade,2010-02-01,266,1699,14383.5,13088,0.0018761514350442517,0.011983388301278887,0.10144971490962028
2021,Transportation and warehousing,2010-02-01,59,521,4143.2,13088,0.0004161388521338754,0.0036747176603686284,0.029222821901035125
2022,Wholesale trade,2010-02-01,54,282,5443.1,13088,0.00038087284771575033,0.001989002649182252,0.03839127772965927
2023,Accommodation and food services,2010-03-01,209,1298,11066.6,13194,0.0014710374544435888,0.009135916822333867,0.07789178513562402
2024,"Arts, entertainment, and recreation",2010-03-01,28,275,1896.0,13194,0.00019707678815512195,0.0019355755979520905,0.013344913940789686
2025,Construction,2010-03-01,93,1839,5550.0,13194,0.0006545764749437979,0.012943721907759616,0.0390634347950331
2026,Durable goods,2010-03-01,100,1195,7010.0,13194,0.0007038456719825783,0.008410955780191812,0.04933958160597875
2027,Educational services,2010-03-01,69,276,3131.1,13194,0.0004856535136679791,0.0019426140546719164,0.02203811183544651
2028,Finance and insurance,2010-03-01,131,489,5698.0,13194,0.0009220378302971777,0.0034418053359948084,0.040105126389567314
2029,Government,2010-03-01,428,1012,22522.0,13194,0.0030124594760854353,0.007122918200463693,0.15852012224391632
2030,Health care and social assistance,2010-03-01,448,905,16323.8,13194,0.003153228610481951,0.006369803331442335,0.11489435980309212
2031,Information,2010-03-01,62,323,2718.0,13194,0.0004363843166291986,0.002273421520503728,0.01913052536448648
2032,Mining,2010-03-01,10,64,680.0,13194,7.038456719825784e-05,0.0004504612300688502,0.004786150569481533
2033,Nondurable goods,2010-03-01,58,575,4461.0,13194,0.00040823048974989546,0.004047112613899825,0.03139855542714282
2034,"Other services, except government",2010-03-01,143,555,5331.0,13194,0.001006499310935087,0.00390634347950331,0.037522012773391254
2035,Professional and business services,2010-03-01,420,1628,16546.0,13194,0.002956151822326829,0.011458607539876375,0.11645830488623742
2036,Real estate and rental and leasing,2010-03-01,15,178,1944.6,13194,0.00010557685079738676,0.0012528452961289894,0.01368698293737322
2037,Retail trade,2010-03-01,307,1759,14408.4,13194,0.0021608062129865155,0.012380645370173554,0.10141289980193782
2038,Transportation and warehousing,2010-03-01,59,508,4151.5,13194,0.0004152689464697212,0.003575536013671498,0.02922015307235674
2039,Wholesale trade,2010-03-01,72,315,5444.6,13194,0.0005067688838274564,0.002217113866745122,0.03832158145676347
1921,Accommodation and food services,2010-04-01,233,1428,11090.4,13134,0.0016374513947501764,0.01003553902018563,0.07793987531475259
1922,"Arts, entertainment, and recreation",2010-04-01,26,297,1908.0,13134,0.0001827198981266291,0.0020872234516772633,0.013408829447138783
1923,Construction,2010-04-01,80,1850,5566.0,13134,0.0005622150711588589,0.01300122352054861,0.039116113575877604
1924,Durable goods,2010-04-01,111,1082,7039.0,13134,0.0007800734112329166,0.0076039588374235655,0.04946789857359009
1925,Educational services,2010-04-01,55,256,3135.2,13134,0.00038652286142171546,0.0017990882277083482,0.022033208638715676
1926,Finance and insurance,2010-04-01,175,493,5695.7,13134,0.0012298454681600036,0.0034646503760164676,0.0400276047599939
1927,Government,2010-04-01,590,977,22570.0,13134,0.004146336149796584,0.006866051556527563,0.15861492695069304
1928,Health care and social assistance,2010-04-01,459,889,16346.3,13134,0.0032257089707739524,0.0062476149782528185,0.11487670272105067
1929,Information,2010-04-01,81,308,2716.0,13134,0.0005692427595483445,0.0021645280239616063,0.019087201665843257
1930,Mining,2010-04-01,15,62,687.0,13134,0.00010541532584228603,0.0004357166801481156,0.0048280219235767
1931,Nondurable goods,2010-04-01,67,552,4470.0,13134,0.0004708551220955443,0.003879283990996126,0.03141376710100124
1932,"Other services, except government",2010-04-01,204,569,5343.0,13134,0.00143364843145509,0.003998754693617383,0.03754893906502228
1933,Professional and business services,2010-04-01,475,1651,16615.0,13134,0.0033381519850057243,0.01160271353104095,0.11676504259130549
1934,Real estate and rental and leasing,2010-04-01,33,201,1952.2,13134,0.00023191371685302926,0.001412565366286633,0.013719453273954053
1935,Retail trade,2010-04-01,254,1692,14424.3,13134,0.0017850328509293769,0.011890848755009864,0.10136948563645909
1936,Transportation and warehousing,2010-04-01,73,513,4156.3,13134,0.0005130212524324587,0.003605204143806182,0.029209181253219564
1937,Wholesale trade,2010-04-01,85,314,5445.9,13134,0.0005973535131062875,0.002206694154298521,0.03827208820030036
1972,Accommodation and food services,2010-05-01,228,1302,11095.3,12701,0.001602010101095269,0.009148320840465088,0.07795957313457165
1973,"Arts, entertainment, and recreation",2010-05-01,41,273,1899.8,12701,0.00028808076379344745,0.0019181963052588087,0.013348678903775403
1974,Construction,2010-05-01,71,1844,5529.0,12701,0.0004988715665691408,0.012956608010612613,0.03884874495156027
1975,Durable goods,2010-05-01,122,1025,7065.0,12701,0.0008572159312878194,0.007202019094836187,0.049641234053675765
1976,Educational services,2010-05-01,71,277,3138.2,12701,0.0004988715665691408,0.0019463017456289012,0.02205012324235602
1977,Finance and insurance,2010-05-01,168,444,5694.4,12701,0.0011804284955438823,0.0031197038810802605,0.04001090491086359
1978,Government,2010-05-01,376,901,22980.0,12701,0.002641911394788689,0.006330750443363321,0.16146575492618104
1979,Health care and social assistance,2010-05-01,438,941,16369.7,12701,0.003077545720525122,0.006611804847064246,0.11501940680657555
1980,Information,2010-05-01,76,308,2715.0,12701,0.0005340033670317562,0.0021641189084971174,0.019076567651200242
1981,Mining,2010-05-01,16,55,698.0,12701,0.00011242176148036974,0.000386449805088771,0.00490439934458113
1982,Nondurable goods,2010-05-01,68,533,4471.0,12701,0.0004777924862915714,0.0037450499293148172,0.03141485597367082
1983,"Other services, except government",2010-05-01,116,516,5348.0,12701,0.0008150577707326807,0.003625601807741924,0.03757697377481359
1984,Professional and business services,2010-05-01,589,1614,16640.0,12701,0.0041385260944961115,0.011340545189332299,0.11691863193958453
1985,Real estate and rental and leasing,2010-05-01,35,171,1945.9,12701,0.00024592260323830884,0.0012015075758214516,0.013672594104040718
1986,Retail trade,2010-05-01,261,1714,14421.0,12701,0.0018338799841485314,0.012043181198584609,0.10132713889427576
1987,Transportation and warehousing,2010-05-01,60,480,4165.3,12701,0.00042158160555138657,0.0033726528444110926,0.029266897693386508
1988,Wholesale trade,2010-05-01,89,303,5444.6,12701,0.0006253460482345567,0.002128987108034502,0.03825572015975132
1989,Accommodation and food services,2010-06-01,230,1267,11097.5,12494,0.0016205879493080087,0.008927325790318465,0.07819336855411142
1990,"Arts, entertainment, and recreation",2010-06-01,68,292,1920.9,12494,0.0004791303502301939,0.00205744209216495,0.013534727790546756
1991,Construction,2010-06-01,74,2026,5511.0,12494,0.0005214065576034462,0.014275266023034895,0.03883069647233233
1992,Durable goods,2010-06-01,131,1007,7079.0,12494,0.0009230305276493441,0.0070953568041441945,0.04987887866587563
1993,Educational services,2010-06-01,51,253,3147.0,12494,0.0003593477626726454,0.0017826467442388096,0.022173870767270884
1994,Finance and insurance,2010-06-01,167,435,5689.4,12494,0.0011766877718888584,0.003065025034560799,0.04008770903823037
1995,Government,2010-06-01,298,802,22723.0,12494,0.002099718299538203,0.005650919718891405,0.16010704335706905
1996,Health care and social assistance,2010-06-01,432,993,16388.1,12494,0.003043886930874173,0.006996712320273273,0.11547111900893293
1997,Information,2010-06-01,54,275,2701.0,12494,0.0003804858663592716,0.0019376595046074019,0.01903133935252579
1998,Mining,2010-06-01,16,61,704.0,12494,0.00011273655299533975,0.0004298081082947328,0.004960408331794949
1999,Nondurable goods,2010-06-01,68,545,4469.0,12494,0.0004791303502301939,0.00384008883640376,0.031488728458510834
2000,"Other services, except government",2010-06-01,124,517,5343.0,12494,0.000873708285713883,0.0036427998686619154,0.037646962665881266
2001,Professional and business services,2010-06-01,473,1504,16683.0,12494,0.003332774347924731,0.010597235981561936,0.11754899460132831
2002,Real estate and rental and leasing,2010-06-01,39,192,1938.9,12494,0.00027479534792614063,0.0013528386359440768,0.013661556412666514
2003,Retail trade,2010-06-01,247,1596,14408.5,12494,0.0017403705368655572,0.01124547116128514,0.10152278898958454
2004,Transportation and warehousing,2010-06-01,72,446,4175.8,12494,0.0005073144884790288,0.003142531414745095,0.02942283112487123
2005,Wholesale trade,2010-06-01,78,283,5450.7,12494,0.0005495906958522813,0.0019940277811050715,0.038405820588231145
1870,Accommodation and food services,2010-07-01,282,1285,11088.6,12557,0.0019867801620705346,0.009053235844895877,0.07812273228771395
1871,"Arts, entertainment, and recreation",2010-07-01,38,257,1924.1,12557,0.0002677221494988664,0.0018106471689791754,0.013555899680283388
1872,Construction,2010-07-01,95,1812,5500.0,12557,0.000669305373747166,0.012766119339261734,0.03874925848009908
1873,Durable goods,2010-07-01,146,1014,7114.0,12557,0.0010286166796535392,0.00714395419978554,0.050120404514077246
1874,Educational services,2010-07-01,54,278,3154.9,12557,0.00038044726507733645,0.001958598883175917,0.0222272791961572
1875,Finance and insurance,2010-07-01,184,423,5686.7,12557,0.0012963388291524058,0.0029801702431058023,0.04006461967250535
1876,Government,2010-07-01,354,875,22581.0,12557,0.00249404318217365,0.006164654758197581,0.15909036467983953
1877,Health care and social assistance,2010-07-01,444,1005,16416.3,12557,0.0031281219573025443,0.0070805463222726505,0.11565808217942737
1878,Information,2010-07-01,97,315,2706.0,12557,0.0006833960131944748,0.0022192757129511293,0.019064635172208747
1879,Mining,2010-07-01,12,80,711.0,12557,8.454383668385254e-05,0.0005636255778923503,0.005009222323518263
1880,Nondurable goods,2010-07-01,63,561,4466.0,12557,0.00044385514259022587,0.003952424364970107,0.031464397885840455
1881,"Other services, except government",2010-07-01,152,479,5362.0,12557,0.0010708885979954655,0.0033747081476304475,0.03777700435823478
1882,Professional and business services,2010-07-01,517,1516,16681.0,12557,0.0036424302971293137,0.010680704701060037,0.11752297831027869
1883,Real estate and rental and leasing,2010-07-01,25,184,1931.7,12557,0.00017613299309135946,0.0012963388291524058,0.013609444110183163
1884,Retail trade,2010-07-01,254,1681,14419.3,12557,0.0017895112098082122,0.01184318245546301,0.10158857869128958
1885,Transportation and warehousing,2010-07-01,64,518,4184.8,12557,0.0004509004623138802,0.003649475616852968,0.029483253979548846
1886,Wholesale trade,2010-07-01,85,274,5453.8,12557,0.0005988521765106222,0.0019304176042812997,0.03842376470886625
1887,Accommodation and food services,2010-08-01,307,1274,11125.3,12606,0.0021630731703536376,0.008976401364920308,0.07838709427405642
1888,"Arts, entertainment, and recreation",2010-08-01,37,279,1925.2,12606,0.00026069611499376086,0.0019657896238718725,0.013564652988810499
1889,Construction,2010-08-01,52,1812,5520.0,12606,0.0003663837291804207,0.012767063793748507,0.03889304202069081
1890,Durable goods,2010-08-01,118,1015,7092.0,12606,0.0008314092316017239,0.007151528559963981,0.04996910398745276
1891,Educational services,2010-08-01,49,280,3160.3,12606,0.00034524620634308873,0.00197283546481765,0.02226697114094007
1892,Finance and insurance,2010-08-01,180,402,5684.0,12606,0.001268251370239918,0.0028324280602024833,0.0400485599357983
1893,Government,2010-08-01,331,991,22412.0,12606,0.0023321733530522934,0.0069824283772653255,0.15791138727676132
1894,Health care and social assistance,2010-08-01,433,985,16451.2,12606,0.00305084912952158,0.006940153331590661,0.11591253856717187
1895,Information,2010-08-01,105,295,2711.0,12606,0.0007398132993066187,0.0020785230790043097,0.019101274804002318
